Item,ER Suggestion,Label,New Label
6,"Ich versuche, mich schnell von dem letzten Fall abzuwenden und mich auf den nächsten Klienten zu konzentrieren",suppress,
1,mit dem Chef Problem besprechen,instr-supp,
9,"ich frage ihn, warum er nicht mehr kommt",info,
4,Das Team verlassen,withdr,
1,Ich beruhige mich und arbeite meinen Teil so gut wie möglich aus,sitcon,
7,Ich überprüfe den Zwischenbericht auf weitere Fehler,info,
3,Ich versuche darüber mit jemandem aus meiner Familie darüber zu reden,social-supp,
9,ich frage einen anderen Kollegen,other,accept
1,Auf den Kollegen sauer sein,expr,
1,mit Humor nehmen,reapp,
3,Ich schreibe in mein Tagebuch & versuche die Gefühle zu verarbeiten,expr,
1,"Ich frage meinen Kollegen, was der Grund für die Verspätung ist und ob ich ihm helfen kann.",info,
5,Mit Kommilitonen darüber sprechen,info,
3,Ich spreche mit meinen Angehörigen,social-supp,
6,Auf mich achten,self-en,
7,Ich stresse mich nicht wegen Kleinigkeiten.,other,accept
4,Ich spreche mit d. Trainer,instr-supp,
5,"positiv sehen > wenn alle so gut, kann man viel lernen!",reapp,
3,"Ich frage andere Angehörige, wie es ihnen geht.",info,
7,über Autor*innen d. Zwischenberichts ablästern,expr,
7,Ich mache mir keine Vorwürfe und stresse mich auch nicht,other,accept
4,mich einem anderen Team anschliessen,withdr,
5,"ich erinnere mich daran, dass man im Studium von Null anfängt",reapp,
7,ich erzähle allen Beteiligten von den Gründen der Verzögerung,sitcon,
6,Ich lese ein Buch über Selbstbewusstsein,self-en,
4,"Freunde, die nicht in meinem Team sind, könnten und auch ein guter Ratgeber sein",social-supp,
5,"Ich denke, dass ich das schon hinbekommen werde, da ich sowas früher auch schon geschafft habe",self-en,
8,Nur Familie einladen mit der man sich wohl fühlt,sitcon,
3,Trost erhalten (Freunde),social-supp,
6,Versuchen die eigenen „Fehler“ zu erkennen,other,reflect
4,"Ich führe mir vor Augen, dass ich Sport nur zum Spass mache und man nicht in allem gut sein kann",reapp,
8,ich beruhige mich kurzfristig mit Alkohol/Essen,subst-alc,
9,"Ich sage ihm, dass ich die Unterhaltungen vermisse",expr,
9,Anderen Kollegen den selben Vorschlag machen.,other,accept
3,"Allein zu Hause Musik hören, ggf. weinen",expr,
9,Geniesse Zeit für mich,other,accept
5,Alten Studienkollegen suche und mit ihnen reden,social-supp,
1,einen Kinoabend planen,dist,
9,Kollege fragen ob er wieder ins Cafe kommen mag,sitcon,
7,Ich versuche meinen Rückschritt dadurch mit mehr Mühe wieder gutzumachen,sitcon,
1,Perspektiven wechseln: wie schlimm werde ich es in 2-3 Monaten,reapp,
1,Ich mache eine kurze Kaffeepause,relax,
5,andere abwerten,reapp,
3,Ich mache eine Reise nach Ibiza und vergessen die Umstände,dist,
5,Den Konkurrenz Gedanken nicht als Voll zu nehmen & nicht im Vergleich zu setzen.,suppress,
3,Ich wende mich Alkohol und Drogen zu.,subst-alc,
9,Selbstgespräch führen,withdr,
4,Ich werfe das Handtuch,withdr,
6,Kurz an die frische Luft gehen,relax,
6,keine schwierigen Klienten mehr annehmen,withdr,
1,Tagebuch schreiben,other,reflect
8,Ich weise alle auf gesittete Verhaltensweise hin,sitcon,
2,"Dinge davor tun, die mich beruhigen",relax,
1,Unter Stress kann ich besser arbeiten,reapp,
2,Ich frage bekannte/Familie nach Techniken zur beruhigung,instr-supp,
7,akzeptiere die Situation und mache weiter,other,accept
6,Ich versuche nicht niedergeschlagen zu sein und muntere mich mit für mich wichtige Dinge auf,expr,
9,Ich suche neue Kollegen mit denen ich das machen kann.,other,accept
1,ein kurzer Spaziergang an der frischen Luft,relax,
1,Im Wald spazieren gehen (Natur),relax,
1,"Ich bitte ihn, mir beim nächsten Mal schneller Informationen zukommen zu lassen",sitcon,
3,"Ich schaue, ob ich selbst helfen/was tun kann.",sitcon,
3,weinen,expr,
5,ich ignoriere es und konzentriere mich nur auf mich,suppress,
8,Familie hat bestimmt Verständnis wenn es zu kleinen Problemen kommt,other,reflect
7,"ich arbeite umso härter, um die verlorene Zeit wieder reinzuholen",sitcon,
3,"Ich mache mehr Sport, um der Trauer durch erhöhten Endorphinspiegel entgegenzuwirken.",dist,
6,Überlegen was man anders machen könnte,other,reflect
5,Videos zum Stoff schauen,sitcon,
8,Ich lasse meine Familie wissen wie es mir geht,expr,
3,Ablenkung,dist,
8,"ich plane viele Spiele, um Langeweile zu vermeiden",sitcon,
1,Ich kommuniziere mit unserem Vorgesetzten,instr-supp,
4,Mitspieler einfach ignorieren,suppress,
5,Ich investiere das Doppelte in eine Prüfung,sitcon,
7,Geh mich mal abreagieren indem ich Leute frage ob sie vielleicht Lust haben Sport oder so zu machen,expr,
1,ich mache etwas stattdessen was mit auch weiterbringt,sitcon,
2,auf Ziel (Vertrag) fokussieren und an die Möglichkeiten denken,reapp,
7,"Ich arbeite mit den Verantwortlichen daran, in Zukunft den Zugang zu B. zu sichern",sitcon,
2,Ich gebe eine Empfehlung für einen meiner derzeitigen Kollegen ab,withdr,
5,Vergleiche mich nicht mit anderen.,self-en,
3,"Besuche sie, um f. s. da zu sein",sitcon,
6,Ich rede mit dem Chef oder Kollegen über meine Leistungen & frage Verbesserungsvorschlägen,instr-supp,
3,Ich verbringe viel Zeit mit meiner Familie um uns gegenseitig Halt zu geben.,social-supp,
2,Wohnung wechseln und einmalig Auto/Schiff,sitcon,
7,Ich rege mich bei anderen auf.,expr,
5,Mehr lernen und Fähigkeit ausbauen,sitcon,
3,in Arbeit vertiefen,dist,
9,Den Kollegen fragen woran es liegt,info,
5,Ablenkung,dist,
5,Angst in Motivation ändern,reapp,
9,Ich unternehme an diesem Tag selbst etwas,other,accept
5,Ich rede m d. jüngeren Studenten um sie u. ihre Fähigkeiten besser kennenzulernen,info,
1,Ich recherchiere selbst die Information.,sitcon,
7,Ich schiebe die Schuld auf andere.,reapp,
8,Enge Familie um Rat fragen,instr-supp,
1,Gebe dem Chef bescheid,instr-supp,
4,Ich schliesse mich mit dem Kapitan zusammen und bitte um konstruktives Feedback.,instr-supp,
6,Ich stürze mich in Arbeit.,dist,
6,Den Kunden zur Rede stellen,info,
1,Einen anderen Kollegen (der gleichen Abteilung wie Kollegen bitten),sitcon,
1,Merken & falls sich selbige Situation erneut ergibt von vornherein den Kollege/in erinnern die Information bereitzustellen,reapp,
2,Ich quäle mich durch egal ob ich hyperventiliere,other,accept
7,es meinen Vorgesetzten erklären,sitcon,
4,Überlegen warum das so sein könnte,other,reflect
1,"Andere Kollegen bitten, Aufgabe zu übernehmen",sitcon,
9,"Erbitten, dass die Versetzung rückgängig gemacht wird",sitcon,
7,Das nächste Mal vorbereitet sein,sitcon,
3,Sich ablenken,dist,
4,"Ich frage, warum sie das sagen",info,
8,sich Hilfe von Freunden bei Vorbereitung holen,instr-supp,
9,Zeit alleine geniessen,other,accept
9,Ich überbrücke die Zeit mit Telefonieren/Schreiben.,dist,
4,Ich suche mit ein anderes Sportteam,withdr,
2,Alkohol trinken um die Angst zu relativieren,subst-alc,
6,Ich konzentriere mich auf d. nächsten Auftrag u. mache diesen gut,sitcon,
8,Bis zu deren Ankunft nicht daran denken,suppress,
7,ablenken,dist,
6,sich von Freunden o.ä. aufmuntern lassen,dist,
3,Ich frage mal genau nach was ist und frage ob er/sie vielleicht Besuch möchte:,info,
9,Anderen Kollegen mitnehmen,other,accept
1,Ich hätte zur Sicherheit vllt im vorhinein schon selbst nach Information gesucht falls mgl,sitcon,
4,mir ein anderes Hobby suchen,withdr,
2,"Ich frage die P, ob es möglich wäre die Aufgabe auch von zu Hause aus zu machen",sitcon,
2,"Fragen, ob man Home Office machen kann",sitcon,
6,Vertrauen in Chef u. seine Erfahrung setzen,,
6,Kritik beherzigen und sich verbessern,sitcon,
2,Tipps bei Angehörigen suchen,instr-supp,
8,ich besinne mich auf das Zusammenkommen (das wichtigste quasi),reapp,
3,Trauer mit Freunden/Familie besprechen und Trost suchen,social-supp,
8,Ich kümmere mich früh genug um alles,sitcon,
5,Soziale Kontakte meiden,suppress,
9,Für Freitag andere Pläne machen,other,accept
2,„Augen zu & durch“,other,accept
7,Verantwortliche zur Rede stellen,sitcon,
2,Im Internet nach Strategien gegen Flugangst suchen.,instr-supp,
5,Fähigkeiten d. anderen ignorieren,suppress,
6,"Ich frage den Klienten, was ich besser machen kann",info,
6,über den Kunden mit Freunden lästern,expr,
8,Ich überdenke alles mehrmals,other,reflect
8,sich ablenken,dist,
8,"Ich suche mir Hilfe, wenn es l bei Freunden zum Aufräumen etc.",instr-supp,
7,"Hat jemand die Schuld daran, such ich das Gespräch mit ihm",sitcon,
6,weiter arbeiten & versuchen zu vergessen,suppress,
3,zu Gott beten,sitcon,
4,Ich rede nicht mehr mit ihnen.,expr,
8,Ich besorge essen für die Familie.,sitcon,
1,"ich helfe meinem Kollegen, dass er die wichtige Info so schnell wie möglich bereitstellen kann",sitcon,
8,nicht zu viel Stress machen,relax,
8,Ich versuche an mich selbst zu glauben und beruhige mich.,relax,
8,Ich denke positiv,reapp,
6,"Ich rede mit einer Kollegin, die selbst schon derartiges erlebt hat.",info,
3,Trauer in Wut/Energie umwandeln,expr,
8,sich nicht zu viele Gedanken machen,suppress,
6,Ich setze mich mit meinem Vorgang mit Klient auseinander,info,
1,"Sich die Frage stellen, warum man von einer Person abhängig ist.",other,reflect
6,"Ich spreche mit meinem Chef darüber, wie ich künftig besser mit schwierigen Kleinen umgehen kann",instr-supp,
9,mit Freunden über ihn lästern,expr,
6,Ich bitte den Klienten um Verbesserungsvorschläge & frage was genau ihm nicht an mir passt,info,
1,"ich gehe laufen, Natur hilft immer!",dist,
5,Ich gehe stattdessen arbeiten,withdr,
7,sich bei dem Schuldigen auslassen,expr,
4,ich sage mir das mir der Sport bzw. Leistung eh nicht so wichtig ist,suppress,
8,Ablenkung,dist,
6,Klient nach konstruktiver Kritik fragen,info,
8,Ich vertraue darauf dass schon alles gut wird,other,accept
7,Verantwortlichen direkt ansprechen,sitcon,
7,"Auszeit nehmen (Urlaub, langes WE, …)",dist,
2,Ich versuche mich zu beruhigen,relax,
9,Kontakt zu anderen Kollegen aus meiner Abteilung suchen,other,accept
9,Lücke produktiv füllen,other,accept
6,Ich suche Gründe für die Unzufriedenheit des Kunden die nicht mit mir zu tun hat.,info,
2,Anreise angenehm gestalten,other,accept
8,"sie fragen, was es zum Essen/Trinken geben soll",sitcon,
1,meinen Zeitplan nicht einhalten,other,accept
4,Mit Spieler darauf ansprechen,info,
6,Fragen ob man den Klient abgeben kann,sitcon,
4,"Ich ueberlege, ob ich ein guter Spieler bin & wenn ja, kann mir ihre Meinung egal sein",other,reflect
1,"ich gebe meinem Vorgesetzten darüber bescheid, dass ich nicht rechtzeitig fertig werde",instr-supp,
1,Den Kollegen nochmals um die Info fragen,sitcon,
7,Mich verbal aufregen,expr,
5,Ich gehe mit ihnen einen Kaffee trinken.,info,
9,"vielleicht hat es auch andere Gründe, dass er nicht mehr kommt > ich frage ihn",info,
2,Ein enges Familienmitglied/einen guten Freund anrufen,social-supp,
2,"mit Freunden & Familie darüber reden, um Emotionen freien Lauf zu lassen",expr,
5,"Ich mache mir bewusst, dass ich trotz der Auszeit mehr Erfahrung mit dem Studieren habe.",self-en,
4,Mehr trainieren,sitcon,
6,Ich sage meinem Chef wie ich mich fühle,expr,
7,Ich gehe Feiern,dist,
3,"dem Verwandten kleine Geschenke mitbringen (Blumen, Schoko)",sitcon,
4,Fehler sind der Weg zum Erfolg,reapp,
3,Sport,dist,
7,"Es ist mir egal, ich freue mich auf meine Freizeit",other,accept
5,die Universitaet wieder verlassen und das berufliche Feld wechseln,withdr,
1,werde Vorgesetzten erklären warum ich Zeitplan nicht einhalten konnte,instr-supp,
1,"Andere informieren, dass sich alles etwas verzögern wird",sitcon,
5,Ich überzeuge mich selbst dass ich das schaffen kann,reapp,
8,Sich im Vorhinein bei Großfamilie entschuldigen,sitcon,
6,nicht darauf fixieren,suppress,
1,Dem Kollegen von der Enttäuschung berichten,expr,
6,"Ich ignoriere es, weil ich weiss, dass ich gut war.",self-en,
2,Sich mit anderen Personen austauschen,info,
3,"Hoffen, dass alles Gut wird",reapp,
6,ablenken,dist,
2,sich auf tolle Gelegenheit konzentrieren anstatt auf Angst,reapp,
3,ich bereue die nicht gemeinsam verbrachte Zeit mit der Person,expr,
6,Ich arbeite in Zukunft härter,reapp,
8,"Plan B überlegen, wenn etwas schief geht",sitcon,
8,putze alles zweimal,sitcon,
4,Ich wechsle kein Wort mit ihnen,expr,
3,"Um die schwere nicht zu nah an mich heran zu lassen, versuche ich mich abzulenken",dist,
9,ich suche mir eine andere Beschäftigung am Freitag,other,accept
9,"ich versuche, andere Kollegen dafür zu begeistern",other,accept
6,"Klienten anrufen, Problem besprechen",sitcon,
4,Extra Training absolvieren,sitcon,
4,Ich spreche mit dem Trainer,instr-supp,
8,Die Nachbarn über die Feier informieren.,sitcon,
4,"Ich sage, dass das (3) nicht ok ist und den Teamgeist nicht fördert.",sitcon,
4,Ich fordere meine Mitspieler zu einem direkten Wettbewerb,sitcon,
3,ich gehe in mich und lass die Gefühle & Verlustangst zu (= komplett normales Gefühl),expr,
6,Versuchen mit der Sache abzuschliessen,other,accept
1,"Ich spreche mit dem Kollegen über die Möglichkeit, ob er die Information doch irgendwie rechtzeitig beschaffen könnte",sitcon,
7,meine Arbeit einfach so gut wie möglich erledigen,sitcon,
2,Während des Fluges mit Musik ablenken,dist,
6,ich rufe alle mein Freunde an und hole mir emotionale Unterstützung von Ihnen,social-supp,
8,"Sich Notizen machen, damit man etwas nicht vergisst",sitcon,
5,Ich rede mit meinen Kommilitonen und erfrage ihren Wissenstand.,info,
3,ich rede mit Nahestehende über meine Trauer,expr,
4,Ich spreche sie darauf an um es besser zu verstehen,info,
3,Darüber Nachdenken was akut getan werden kann,other,reflect
8,Rede mit Verwandten,social-supp,
1,Warten bis Infos kommen & dann weiterarbeiten,other,accept
4,den Spass am Sport in Vordergrund rücken,reapp,
8,Ich lasse eine Eventagenten das machen,sitcon,
4,frage sie was ich verbessern soll,info,
2,Ich plane die Reise genau und packe mir Beruhigungstropfen ein.,subst-med,
5,nach längerer Überlegung motiviert mit die Selbstsicherheit meiner Mitschüler,reapp,
1,"Ich spreche ,ot FreundInnen und Familie über meinen Ärger.",social-supp,
7,Verbesserung der Arbeitsbedingungen fordern,sitcon,
8,Ich gebe ihnen die falsche Adresse und welche melde mich nicht mehr,withdr,
9,Im Vorwürfe machen,expr,
6,Ich fange an an mir selbst zu zweifeln  ,expr,
7,Ich versuche den Zeitverlust reinzuarbeiten,sitcon,
2,Ich frage mich selbst wie schlimm die paar Stunden in Angst im Verhältnis zu d. folgenden Vorteilen vom Job sind,reapp,
9,nicht nur auf einen Kollegen verlassen > Gruppe,sitcon,
4,sie zusammenschlagen,expr,
1,Ich bitte ihn sich um die besagte Information schnellstmöglich zu kümmern,sitcon,
7,Einfach weiterarbeiten,sitcon,
6,Ich gebe den Klienten wortlos ab,withdr,
3,weinen,expr,
1,"Fragen, ob sie andere Probleme hat.",info,
8,ich plane das Treffen so unkompliziert wie möglich,sitcon,
5,Hinterfragen der eigenen Intention,other,reflect
7,Ich gebe sofort Feedback an den Chef,sitcon,
6,Die Situation zu reflektieren und nicht zu nah an mich herantreten zu lassen,other,reflect
8,Wohnung putzen,sitcon,
4,Frage Trainer um konstruktive Kritik,instr-supp,
6,ich vergesse den Klienten,suppress,
2,"ich frage bei der Firma an, ob es andere Orte gäbe",sitcon,
9,stattdessen Spazieren gehen,relax,
8,für genug Unterhaltungsmöglichkeiten sorgen,sitcon,
4,Direkt ansprechen,info,
1,"den Ärger akzeptieren, um ihn möglichst schnell loslassen zu können",other,accept
6,Schwierige Klienten in Zukunft ablehnen,withdr,
3,mit Freunden raus gehen,dist,
1,Vorgesetzten Situation erklären,instr-supp,
4,Mit dem Teamkollegen reden,info,
4,sich bei Freunden darüber aufregen,expr,
5,"Ich konzentriere mich nicht darauf, was andre tun",suppress,
4,"Sie darauf ansprechen und fragen, ob das stimmt & warum sie das denken",info,
9,treffe mich trz mit ihm > noch mehr Neues zu bereden durch 2 Abteilungen,sitcon,
7,mit Verantwortlichen sprechen,sitcon,
5,Ich versuche die nächsten Prüfungen so gut es geht zu schreiben,sitcon,
4,tief durchatmen,relax,
2,An das Gefühl des Ankommens an der Stelle denken.,reapp,
2,Es einfach ertragen und sich der Angst stellen,other,accept
8,Fokus auf die Freude > gemeinsam feiern steht im Vordergrund,reapp,
5,"herausfinden, was mich interessiert & dem nachgehen",other,reflect
2,Mich überwinden und an die Chancen denken,reapp,
3,"telefoniere mit meiner Familie, um mich zu vergewissern wie Ernst es ist & emotionen zu teilen",expr,
9,"Ich möchte auch in diese Abteilung verlegt werden, damit wir uns öfter sehen können",sitcon,
4,Ich versuche die Spieler einzeln anzutreffen um mit ihnen unter 4 Augen über die Situation zu reden.,info,
6,"Ich versuche mir selbst klar zu machen, dass ich mein bestes gegeben habe.",self-en,
6,dem Klient die Meinung sagen,expr,
8,"Ich bereite alles so gut vor wie ich nur kann (Essen, Getränke, etc.)",sitcon,
4,"sage mir, die sind blöd, andere finden das eh nicht von mir",self-en,
3,andere Verwandte verständigen,sitcon,
4,Sich für anderes Team bewerben,withdr,
4,"Ich bitte um Hilfe, meine Technik im Spiel zu verbessern.",instr-supp,
2,Ich überwinde meine Flugangst,other,accept
6,Ich frage Arbeitskollegen wie sie meine Leistung einschätzen.,info,
4,"ich fange einen Streit an und behaupte, sie wären selber so schlechte Spieler",expr,
4,trete aus dem Team aus,withdr,
5,"Es juckt mich nicht, denn ich habe eigene Fähigkeiten und gehe auf das Ziel gerichtet mein Tempo.",reapp,
5,Ich konzentriere mich auf mich selbst.,self-en,
7,Verbessere die Schwachstelle im Zugang,sitcon,
6,"ich suche das Gespräch mit dem Kleinen, um die Situation zu entschärfen",sitcon,
2,"Einen Gegenstand suchen, der mich beruhigt (Teddy oder ähnliches)",relax,
9,Ich bleibe Zuhause & tue mir etwas gutes,dist,
9,Traurig allein zu Haue Kaffee trinken.,expr,
5,andere StudentInnen um Hilfe bitten,instr-supp,
4,"es ist nur ein Hobby, ich muss nicht gut sein - damit klarmachen",suppress,
4,Ich rufe eine Freundin an und rege mich auf.,expr,
5,ich übe um gleich gut zu sein wie die anderen Student/innen,sitcon,
7,Eine Melone auf dem Boden zerschlagen,expr,
1,Ich versuche zu verstehe warum es sich bei ihm nicht ausgegangen ist,other,reflect
1,Kollegen beraten wie man produktiver arbeiten kann,sitcon,
9,gehe shoppen,dist,
4,Die Situation beim Training ansprechen,instr-supp,
7,Ich versuche Ruhe zu bewahren,relax,
1,ihm bei der Bewältigung seiner (Kollege) Aufgabe helfen,sitcon,
4,"Reflektieren, weshalb es einen ärgert (weil es nicht stimmt vs. gebe ich ihnen recht?)",other,reflect
6,"ich beruhige mich damit, dass mein Chef zufrieden ist",reapp,
8,Durch schöne Erinnerungen mit Fam. versuchen Freude > Angst,reapp,
5,Ablenkung,dist,
3,Rede ausführlich mit Menschen (FreundIn) in meiner nahen Umgeb. darüber,social-supp,
5,Kommunikation & Kontakt mit jüngeren > Lernbereitschaft,info,
9,lasse mich auch versetzen,sitcon,
7,ich gebe anderen die Schuld an meiner Situation,other,destr-soc
4,"Meinen Kollegen sagen, dass sie mich verletzt haben damit.",expr,
4,ich frage die Mitspieler was das soll,info,
7,Sich über fehlendes Mittel beschweren,expr,
4,Bier trinken,subst-alc,
6,Ich mache Sport.,dist,
2,Ich recherchiere im Internet wie man Flugangst überwindet,info,
3,"Ich sehe es als eine Erfahrung, durch die man durch muss und aus der man lernen kann",reapp,
3,sich mit dem möglichen Verlust auseinandersetzen (reflektieren),other,reflect
3,Ich kümmere mich so gut es geht um meine Verwandten,sitcon,
7,den Vorgesetzten die Situation erklären,sitcon,
1,Selber Informationen suchen,sitcon,
9,Meditieren,relax,
4,überlegen wie lange sie wohl schon dieser Meinung sind.,other,reflect
4,Ich schneide Löcher in ihre Sportsachen,expr,
7,versuchen Zeitplan aufzuholen,sitcon,
5,"ich frage die jüngeren Studenten, ob sie wirklich so überzeugt von ihrem Fähigkeiten sind und wenn ja, wie sie es machen",info,
4,Ich konzentriere mich darauf d. es mir um d. Spass am Sport geht u. nicht darum d. beste zu sein,reapp,
1,realistisch darüber nachdenken (nicht subjektiv),other,reflect
2,"wenn nicht hilft, nochmals mit anderen reden",social-supp,
1,Mit dem Kollegen darüber sprechen,sitcon,
1,den Kollegen konfrontieren,sitcon,
5,Ich beende das Studium und mache etwas bei dem ich mich wohl fuehle,withdr,
7,Hintergründe warum kein Zugang zu Betriebsmitteln war hinterfragen,info,
6,ich konfrontiere den Klienten und frage ihn nach einer konstruktiven Kritik,info,
9,Damit abfinden,other,accept
4,bin passiv-aggressiv gegen diese MitspielerInnen,expr,
8,Ich rufe einen mir nahe stehenden Verwandten an und hoffe auf eine beruhigende Wirkung,social-supp,
3,Ich versuche nicht vom Schlimmsten auszugehen & Ruhe zu bewahren,relax,
4,"Ich reflektiere, ob ich wirklich schlecht gespielt habe",other,reflect
1,"sie bitten, das nächste mal den Zeitplan einzuhalten",sitcon,
4,"ich lasse mir von meinem Freund helfen, um besser zu werden",instr-supp,
9,Hobby,dist,
7,Ich lege mich mit heisser Schokolade ins Bett und schaue Filme mit menschenfressenden Monstern,expr,
6,Ich spreche mit Freunden/Familie über meine Gefühle.,social-supp,
8,Wichtigkeit des Ereignisses relativieren,reapp,
7,Ich versuche trotzdem die Betriebsmittel so schnell wie möglich aufzuschreiben.,sitcon,
2,sich Ablenkungen suchen,dist,
3,Ich fahre einfach sinnlos mit dem Auto herum.,dist,
1,Informationen selber suchen,sitcon,
7,Ich frage das fehlende Mittel nachträglich ein,sitcon,
1,"Person, bei der man Arbeit abgeben muss kontaktieren und Situation schildern",instr-supp,
1,"Ich sag was ich denke und bitte ihn darum früher anzufangen, damit wir beide es schaffen können.",sitcon,
9,"Ich frage ihn warum er sich nicht mehr meldet, obwohl wir Freunde sind.",info,
1,"Kollegen darauf hinweisen, dass er nicht rechtzeitig fertig ist",sitcon,
7,Meditieren,relax,
5,Ich versuche mich gründlich in das Material einzulesen.,sitcon,
3,"Informieren, ob man den nahen Verwandten helfen kann",info,
3,Zeit mit Rest der Familie verbringen,social-supp,
5,Ich gebe mein Bestes & schaue wohin es führt,other,accept
1,Ich verachte den Kollegen und zahl es ihm heim.,expr,
7,Verfasser des Zwischenberichts ansprechen,sitcon,
4,"wenn ich auch denke, dass ich schlecht bin, überlege ich vielleicht aufzuhören",withdr,
4,mich ablenken,dist,
7,Ich suche den Verantwortlichen auf.,sitcon,
1,Ich mache es in Zukunft selbst,reapp,
1,Kontakt mit Kollegen: Ärger kommunizieren,expr,
3,Spazieren gehen,relax,
1,ich nehme mir vor in Zukunft sie mehr auf die Wichtigkeit von Pünktlichkeit aufmerksam zu machen,reapp,
5,Universität verlassen,withdr,
2,ich bewerbe mich bei einem besseren Job,sitcon,
8,"Ich frage, ob sie mich mit der Vorbereitung (Mitbringen von Speisen helfen.",instr-supp,
6,"Ich sage mir, dass der Klient besonders schwierig war",reapp,
6,Versuchen in Zukunft bessere Kommunikation mit Kunde zu haben.,reapp,
8,problematische Personen nicht nebeneinander setzen,sitcon,
3,Ich weine,expr,
5,"Ich freunde mich mit Ich lerne meine Mitstudentinnen kennen und bemerke, dass ich womöglich schon Mithalten kann",info,
6,"Ich tausche mich mit Arbeitskollegen aus, die möglicherweise gleiche Erfahrungen gemacht haben",info,
1,fahre ohne die wichtige Information fort,sitcon,
7,Ich mache es zum Gesprächsthema der Arbeitsgruppe,social-supp,
3,Verwandten Mut zusprechen und sie unterstützen,sitcon,
8,"sich genügend Zeit nehmen, um alles in Ruhe angehen zu können",sitcon,
8,im Vorhinein Gesprächsstoff überlegen,sitcon,
1,Ich arbeite das nächste Mal mit wen anders zusammen.,reapp,
7,"Ich versuche, das wichtige Ich versuche, den Zugang zu wichtigen BM selbst zu ermöglichen.",sitcon,
2,Ich bitte meinen Freund mich eventuell zu begleiten.,instr-supp,
4,Mit dem Teamkollegen streiten,expr,
6,Ih versuche mich auf den nächsten Klienten zu konzentrieren,suppress,
2,"eine Vertrauensperson (meinen Freund, Schwester) bitten mich zu begleiten",instr-supp,
2,tief durchatmen,relax,
5,sich mit den anderen ausserhalb der Uni treffen > Konkurrenz schwindet bei Freundschaft?,sitcon,
4,"Ich konzentriere mich mehr auf andere Dinge, in welchen ich gut bin.",dist,
9,ich versuche ihn durch einen anderen Kollegen zu ersetzen,other,accept
5,Studium aus Angst wieder sein lassen,withdr,
1,Kompromiss finden mit dem Kollegen,sitcon,
7,Ich ignoriere die Situation und arbeite unbeirrt,suppress,
7,Zwischenbericht ergänzen,sitcon,
9,Akzeptanz der Situation,other,accept
8,"Ich lade nur diejen außer meiner Familie niemand Ich lade andere Personen außer der Familie getrennt ein, um Konfliktpotential und Überfüllung? zu verhindern.",sitcon,
7,Gespräch mit Chef,sitcon,
5,"mehr lernen, um Rückstand aufzuholen",sitcon,
5,Auf mich selbst konzentrieren,self-en,
4,Bei Ballsport: noch fester schiessen/werfen/schlagen,expr,
1,"ich arbeite die ganze Nacht durch, um meinen Zeitplan einzuhalten",sitcon,
2,Stoppschildtechnik > Mentaltrainingbereich,relax,
2,"Nicht zum Fenster setzen, um nicht rauszuschauen",sitcon,
1,Die Sache selbst in die Hand nehmen,sitcon,
1,Ich spreche mit ihn über die Gründe,info,
7,Wütendes Gespräch mit Verantwortlichen,expr,
9,Freitags mit Freundin Kaffee trinken gehen,other,accept
9,"Ich versuche zu verstehen, dass er vielleicht weniger Zeit hat.",other,reflect
8,Gute Musik hoeren,dist,
7,Ich versuche das Gespräch zu einem Ich versuche es als Chance zu sehen und bis zum nächsten Gericht alles in Ordnung zu bringen.,reapp,
5,Ich versuche mich vorerst mit anderen Fähigkeiten (Qualitäten) in der Gruppe zu etablieren.,self-en,
5,„Ihnen hat noch niemand Ggenteil bewiesen (bzgl. Fähigkeiten),reapp,
5,mit alten Freunden reden und Zeit verbringen,social-supp,
7,Beschwerde bei ChefIn,sitcon,
6,Sport,dist,
8,Darüber Nachdenken,other,reflect
7,ich erkenne meine Leistung als erbracht an,self-en,
2,Ich betrinke mich vor jedem Flug.,subst-alc,
8,"Gehe Problemsituationen vorher durch, überlege m. Lösungen im Vorhinein",sitcon,
4,Suche mir anderswo Bestätigung,self-en,
9,Zu Kollegen hinfahren,sitcon,
6,Umschulung/Berufswahl überdenken,withdr,
7,schiebe die Schuld auf andere,reapp,
9,Ich versuche über Facetime die Unterhaltung so weiterzuführen,sitcon,
4,mit Mitspielern sprechen,info,
6,"Dem Klienten sagen, was ihm eigentlich einfällt",expr,
9,Ich finde einen neuen Tag an dem wir beidem immer können (also gehe in das andere Cafe),sitcon,
1,Dem Kollegen helfen.,sitcon,
5,Mehr Lernen um wieder in den alten Rhythmus zu kommen,sitcon,
5,"Ich frage sie, woher sie ihre Motivation haben und versuche mich auch begeistern zu lassen",info,
5,"Ich schaue, was ich verpasst habe und versuche so gut es geht aufzuholen.",sitcon,
7,Ablenkung,dist,
9,schreibe meine Gedanken auf,other,reflect
1,"Ich mache ihm klar, dass sowas in Zukunft nicht mehr passieren darf",sitcon,
4,Das Team verlassen,withdr,
5,Anschluss suchen um sie besser kennen zu lernen,info,
1,Ich helfe ihm mit der Information,sitcon,
2,"Ich fokussiere Mich auf das Ziel, das ich erreichen will.",reapp,
1,den Ärger vergessen und die freie Zeit geniessen,other,accept
6,"Ich rufe mir andere Klienten in Erinnerung zu rufen, die zufrieden waren",self-en,
8,Ich spreche mit meiner Familie über meine Bedenken,social-supp,
8,durchstehen,other,accept
1,den Zeitverlust durch Überstunden kompensieren,sitcon,
6,Spaziergang in der Natur,relax,
