strategy text;item
Ich schliesse mich mit anderen Verwandten zusammen und verbringe meine Zeit mit diesen, Dabei beraten wir uns wie wir die Krankheit a) beseitigen b) so so ertragbar wie möglich für die Verwandt machen können;3
Ich besuche die Verwandten im KH;3
Ich rufe sie an;3
Ich suche Hilfe bei vertrauter Person;3
Ich denke nicht daran;3
Ich versuche anderen Verwandten beizustehen;3
Trauer teilen;3
Musik spiele/hören;3
Die Verwandten regelmässig besuchen um die Zeit noch zu nutzen;3
mit Freunden/Familie reden;3
wenn nötig ein Urlaub nehmen von der Arbeit um sich zu fangen;3
sich mit dem möglichen Verlust auseinandersetzen (reflektieren);3
an die gute Zeit mit den Personen denken;3
weinen;3
Ich fahre zu meinen Verwandten;3
Ich informiere mich über Behandlungsmöglichkeiten;3
Ich rede mit meinen Freunden, … darüber;3
Ich kümmere mich so gut es geht um meine Verwandten;3
Ich lebe mein Leben normal weiter;3
Ich frage meine Verwandten, wie ihr Plan aussieht;3
Ich gehe zu einem Therapeuten um über alles zu sprechen;3
Ich reflektiere das Leben meiner Verwandten;3
Ich versuche mich abzulenken;3
Besuchen/sich verabschieden;3
Briefe schreiben;3
Erinnerungen nutzen;3
Mit Freunden etwas unternehmen;3
Sport machen;3
weinen;3
Den Verwandten etwas gutes tun;3
Verwandte anrufen;3
Verwandten/Freunden sprechen;3
Ablenken;3
Sport;3
Alkohol trinken;3
Darüber Nachdenken was akut getan werden kann;3
hinfahren;3
anderen Verwandten helfen damit umzugehen;3
Darüber nachdenken was getan werden muss;3
Unterstützung suchen;3
Trauerbegleitung;3
mich ausheulen;3
Lernen;3
Versuchen Kontakt zu den/dem Verwandte/n abzunehmen (z.B. telefonisch);3
Die/den Verwandte/n im Krankenhaus besuchen;3
mit jemanden darüber sprechen;3
Nach Details fragen + über Krankheit informieren;3
sich mit Lesen/Filmen/Serien ablenken;3
in die Heimat fahren/Zug-/Flugticket buchen > Besuch + Nähe zu anderen Verwandten;3
andere Verwandte anrufen;3
Gespräch mit Freunden suchen;3
Ich lass Raum für meine Gefühle;3
Ich spreche mit meiner Familie darüber;3
Ich hole mir nähere Informationen beim/der behandelnden Arzt*in ein;3
Ich fahre ins Krankenhaus, um meinen Verwandte beizustehen;3
ich besuche die Verwandten so oft wie möglich;3
ich mache ihn kleine Geschenke - sie sollen sich freuen in dieser schweren Zeit;3
ich rede mit Nahestehende über meine Trauer;3
ich kümmere mich um die schwer Kranken, indem ich mit ihnen viel rede;3
ich rede mit Ärzten, dass ich Gewissheit über die Situation habe;3
ich lese Ratschläge im Internet/Bücher, wie man mit sowas umgeht;3
Verwandte besuchen;3
sich Ablenken;3
genaueres über Zustand der Person erfahren;3
sich mit Freunden darüber unterhalten;3
Zeit mit der Person verbringen;3
Ich frage mich warum ich traurig bin;3
Ich schreibe in mein Tagebuch & versuche die Gefühle zu verarbeiten;3
Ich gehe den Verwandten besuchen;3
Ich schreibe eine Karte;3
Ich spreche mit anderen Familienmitgliedern und suche/gebe Unterstützung;3
Ich sage mir, dass solche Situationen im Leben normal sind & ich lernen muss damit umzugehen;3
Ich informiere mich über die Chancen der Krankheit;3
sofort Besuch machen & Zeit mit demjenigen verbringen;3
über die Krankheit informieren;3
mit anderen Verwandten darüber reden;3
weinen;3
täglich besuchen;3
dem Verwandten kleine Geschenke mitbringen (Blumen, Schoko);3
mit den Verwandten Spiele spielen;3
oft anrufen & fragen wie es ihm geht;3
nachfragen was genau passiert ist;3
sie besuchen gehen;3
sie wenn möglich (sofort) anrufen;3
über SMS in Kontakt bleiben & nach Updates fragen;3
an gemeinsame Momente erinnern;3
sich selber zureden dass alles wieder gut wird;3
sich ablenken um nicht zu viel darüber nachzudenken;3
Verwandte besuchen (oft);3
mit restlicher Familie darüber sprechen;3
Ablenkung suchen;3
sich informieren, wie man Verwandten helfen könnte;3
den Verwandten mit Haushalt, angefallenen Aufgaben, … helfen;3
aus Frust viel essen;3
sich in Arbeit stürzen;3
Andenken an Verwandte bei sich tragen;3
Ich erkundige mich genauer nach dem Gesundheitszustand;3
Ich fahre sofort dorthin, um sie zu besuchen;3
Ich frage nach, ob ich irgendetwas tun kann/helfen kann;3
Ich rede mit Freunden/Verwandten und erzähle was mich beschäftigt.;3
Ich schreibe eine Postkarte;3
Erfahren wollen welche Krankheit es ist;3
Sich über Krankheit informieren;3
Experten ausfindig machen;3
Kranken beistand leisten;3
möglichst viele Pflichten übernehmen;3
Die Nachricht in der Familie verteilen;3
Sich über das Krankenhaus informieren;3
Besuch;3
Meditieren;3
Gespräch mit Freunden/Familie/Fremden;3
Ablenkung (Sport, Uni etc.);3
Abwägen des Energieinputs je nach Hilfemöglichkeit;3
Ich werde ihn besuchen;3
Ich koche ihm eine suppe, damit es ihm bald wieder besser geht, dann fühle auch ich mich besser;3
Ich weine;3
Ich rede mit meinen Verwandten, was wir tun können;3
Ich schaue einen Film, er mich aufmuntert;3
Ich besuche sie.;3
Ich beruhige mich u. vertraue auf die Ärzte im KH.;3
Ich lasse meiner Trauer freien Lauf.;3
Ich lenke mich mit schöner Musik ab.;3
Ich tue Dinge, die mich glücklich machen.;3
Ich besuche ihn/sie;3
Ich bin so gut es geht für ihn/sie da und versuche das Beste draus zu machen und die Zeit mit ihm zu genießen.;3
Ich sehe es als eine Erfahrung, durch die man durch muss und aus der man lernen kann;3
Ich sehe, dass es schlimmer kommen hätte können;3
Ich lenke mich ab & decke mich mit Arbeit ein;3
Ich rede mit Freunden darüber;3
Sie besuchen und reden;3
Ein Geschenk für sie besorgen;3
Tief durchatmen;3
Gefühle zulassen, weinen;3
Mit Familie reden;3
Anrufen im Krankenhaus;3
Musik hören;3
Informieren über Krankheit/Behandlungsmethoden;3
Zeit nehmen;3
Spazieren gehen mit Familie/alleine;3
Nachdenken über gemeinsame Erlebnisse;3
Film über ähnliches Schicksal anschauen;3
Freund umarmen;3
sofort hinfahren & da sein;3
ignorieren & weitermachen;3
weinen;3
ein Lied schreiben;3
mit Freundinnen reden;3
Spaziergang in der Natur;3
an die Personen ganz fest denken & ihnen Gesundung wünschen;3
Ins Krankenhaus fahren;3
Erkundigen, was genau passiert ist;3
Mit den Ärzten im Krankenhaus reden;3
sich ablenken;3
mit anderen Verwandten treffen und sich austauschen;3
Psychologen aufsuchen;3
Informieren, ob man den nahen Verwandten helfen kann;3
Ich weine.;3
Ich rufe einen engen Freund an.;3
Ich gehe zu meiner Familie.;3
Ich gehe in die Kirche.;3
Ich besuche die Person im Krankenhaus.;3
Ich nehme mir Urlaub.;3
Ich höre Musik.;3
Ich schreibe eine Kurzgeschichte/Impression.;3
Ich esse Eis & trinke Wein.;3
Ich informiere mich über die Krankheit.;3
Ich erinnere mich an gemeinsam Erinnerungen.;3
Ich überlege, wie ich meinen Verwandten unterstützen kann;3
Ich verkrieche mich bei meiner Freundin und lasse mich trösten;3
Ich lasse mich von meinem Freund mit Sex ablenken;3
Ich fahre ins Krankenhaus und besuche meine Verwandten;3
Ich rede mit den Ärzten, um mich nicht in Fantasievorstellungen zu verlieren;3
Ich erkundige mich bei meinen Verwandten was passiert ist;3
Ich fahre ins Krankenhaus;3
Ich rufe meinen Verwandten im Krankenhaus an;3
Ich weine;3
Ich bin traurig, warte aber einfach ab;3
Ich rufe im Krankenhaus an;3
Ich rufe Freunde an um ihnen die Nachricht zu überbringen;3
Ich rede mir ein, dass es schon nicht so schlimm sein wird;3
Mit anderen Verwandten darüber reden;3
Ins Krankenhaus fahren;3
mit Freunden darüber reden;3
mich ablenken;3
ich besuche meinen Verwandten im Krankenhaus;3
ich lade Freunde ein, um mich abzulenken;3
ich schaue einen Film;3
ich machen einen Ausflug an einen Ort, wo ich schon immer hin wollte;3
ich verbringe viel Zeit mit meinen Verwandten;3
ich verfolge meine eigenen Ziele;3
Ich gehe - wenn möglich - meinen Verwandten besuchen;3
Ich gehe raus und bewege mich;3
Ich rede mit meinen Freunden über die Situation;3
Ich höre Musik, die zu meiner Stimmung passt.;3
Ich frage mal genau nach was ist und frage ob er/sie vielleicht Besuch möchte:;3
wenn mit „ja“ zu beantworten ist fahre ich hin und rede und probier mich dadurch zu trösten - es wird schon wieder;3
wenn mit „nein“ - tja - traurig ins Bett liegen bis besser wird;3
sich ins Krankenhaus begeben und Situation mit Arzt diskutieren;3
sich über Krankheit informieren;3
Freunde/Angehörige aufsuchen;3
Mit Familie oder Freunden reden, mit der Verwandten reden;3
die Verwandte besuchen, Zeit mit ihr verbringen;3
Musik hören;3
versuchen es auszublenden;3
Trauer zulassen und weinen;3
der Verwandten so gut wie möglich helfen;3
Besuche Person im Krankenhaus.;3
Versuche für andere Verwandte da zu sein.;3
Lenke mich ab um nicht mehr traurig zu sein.;3
Erkundige mich über Krankheit und Behandlungsmethoden.;3
Durchgehen was sie für ein Leben hatten;3
Mit Freunden darüber reden;3
Alleine sein und einfach weinen;3
Ablenken und nicht daran denken;3
Die Person besuchen;3
An schöne Momente mit dem Verwandten denken;3
Ich besuche sie im Krankenhaus;3
Ich telefoniere mit ihnen;3
Ich spreche mit den näheren Angehörigen;3
Ich spreche mit meinen Angehörigen;3
ins Krankenhaus Verwandten besuchen;3
andere Verwandte verständigen;3
mit Familie zusammen sitzen;3
Mit nahestehenden Personen reden;3
Ruhe bewahren;3
Trauern;3
Nach Zustand des Verwandten fragen, im Krankenhaus;3
Noch so oft es geht kranken Verwandten sehen;3
Verwandte besuchen;3
mit Familie reden;3
mich über Krankheit informieren;3
ausgehen/etwas fröhliches tun;3
in Arbeit vertiefen;3
Ich fahre sofort ins Krankenhaus, um sie zu besuchen;3
Ich versuche mich erstmal zu beruhigen (tiefes ein- und ausatmen);3
Ich versuche mich von der Situation erstmal komplett abzulenken;3
Ich versuche mir vorzustellen, dass alles gut werden wird;3
Ich recherchiere die Krankheit/Verletzung im Internet;3
Ich versuche darüber mit jemandem aus meiner Familie darüber zu reden;3
Ich wende mich an meine Freunde;3
Etwas für die Betroffenen tun (persönliches Geschenk und Besuch);3
Auseinandersetzung mit den Hintergründen/Fakten der Erkrankung;3
kleinen Schönheiten im eigenen Alltag suchen und fokussieren;3
Linderung durch Ablenkung (Sport, Unterhaltung);3
Trost erhalten (Freunde);3
Auseinandersetzung mit „Memento Mori“;3
Ich besuche sie;3
Ich rufe sie an;3
Ich rede mit Freunden & Verwandten über die Sache;3
Ich akzeptiere die Situation und besuche sie;3
Ich ziehe mich zurück und denke über meine Traurigkeit nach;3
Ich fahre sofort wie möglich ins Krankenhaus.;3
Ich fahre zu den Angehörigen (falls KH zu weit weg);3
Ich schaue, ob ich selbst helfen/was tun kann.;3
Ich verfolge den Verlauf d. Krankheit genau;3
Ich informiere mich über die Krankheit (falls es nicht ein Autounfall oder so ist);3
Ich versuche, optimistisch zu bleiben.;3
Ich besuche die Verwandte;3
Ich spreche mit Freunden/Verwandten über die Situation;3
Ich informiere mich über die Krankheit und die Therapiemöglichkeiten;3
Ich erkundige mich bei Ärzten wie/ob ich irgendwie helfen kann;3
ich besuche die Person sofort;3
ich überlege mir, warum die Person schwer erkrankte (psychische Ursache);3
ich bringe der erkrankten Person Blumen & Schokolade;3
ich Kapsel mich ab, um mich um eigene Probleme zu kümmern;3
ich rede mit der Person, und versuche sie zu motivieren, schnellstmöglich wieder gesund zu werden;3
ich bereue die nicht gemeinsam verbrachte Zeit mit der Person;3
ich mach mir selbst Vorwürfe, mich nicht genug um die Person gekümmert zu haben;3
Recherchiere Krankheit;3
Fahre zum Krankenhaus;3
Helfen wo ich kann;3
weinen;3
mit Vertrauten reden;3
versuchen positiv zu denken;3
Zeit mit Verwandten verbringen;3
mich mit Situation aus einandersetzen;3
Ablenken;3
auf Arbeit konzentrieren;3
andere Person trösten;3
Die Person besuchen.;3
Andere Verwandten anrufen und nach Details fragen.;3
Mit Freunden treffen und ablenken.;3
Mit Familie treffen und darüber reden.;3
Für die Person beten.;3
Sich über die Krankheit informieren.;3
Versuchen dankbar zu sein für die Zeit, die man gemeinsam hatte.;3
Der Trauer nachgeben und diese verarbeiten zu versuchen.;3
Versuchen für die anderen da zu sein, die das vll mehr trifft.;3
ins Krankenhaus fahren;3
mit der Familie/Freunden darüber reden;3
den Tränen freien lauf lassen;3
mit dem Dr. reden;3
mich über die Krankheit informieren;3
sich ablenken;3
Verwandte im KH besuchen;3
Verwandte mit Aufgaben unterstützen wie z.B. auf sein Kind aufpassen;3
Mit anderen Verwandten reden;3
Die Nachricht verdrängen und so tun als wär nichts;3
Mit Freunden darüber sprechen und ablenken;3
Mit Ärzten über Behandlungsalternativen reden;3
einen Besuch planen;3
einen Tag frei nehmen;3
vom Besten ausgehen;3
die Nerven mit Schokolade bewahren;3
einen Verwandten anrufen um die Trauer zu teilen;3
im Krankenhaus anrufen und nach Besuchszeiten und Zustand fragen;3
ins Krankenhaus fahren;3
einen Freund anrufen;3
einen ablenkenden Film schauen;3
eine Freundin anrufen;3
lustige Filme anschauen zur Ablenkung;3
die Verwandten besuchen wenn möglich;3
was süsses Essen;3
Arbeit erledigen, statt daran zu denken;3
singen, weil mich fröhlich macht;3
Den Verwandten besuchen;3
Mit Freunden über die Trauer sprechen;3
Dem Verwandten mitteilen, was er/sie dir bedeutet;3
Zum Psychotherapeuten gehen;3
Im Internet nach Therapiemöglichkeiten für den Verwandten suchen;3
Beten;3
Dich mit tollen Dingen allenken;3
Rede ausführlich mit Menschen (FreundIn) in meiner nahen Umgeb. darüber;3
telefoniere mit meiner Familie, um mich zu vergewissern wie Ernst es ist & emotionen zu teilen;3
kommt auf den Schweregrad an, evt. fahre ich direkt hin;3
Ich lasse meinen Gefühlen freien Lauf;3
Ich spreche mit nahestehenden Personen über das Ereignis;3
Ich besuche meine Verwandten im Krankenhaus;3
Ich verbringe viel Zeit mit meiner Familie um uns gegenseitig Halt zu geben.;3
Ich beschäftige mich mit der Krankheit und deren Heilungschancen;3
Ich spreche mit Ärzten um den Zustand meiner Verwandten besser zu verstehen;3
Ich spreche mich Freunden, die ähnliches erlebt haben.;3
Ich schreibe alles auf.;3
Versuche positiv u. optimistisch zu sein;3
Besuche sie, um f. s. da zu sein;3
Kaufe und trinke eine Flasche Korn;3
sperre mich daheim ein, Schoko+Fernseher, versuche abzulenken;3
Suche Erfolgsgeschichte (überleben etc.) v. Menschen m. gleicher Krankheit;3
Setze mich intensiv damit auseinander, versuche damit umzugehen;3
verbringe viel Zeit im Krankenhaus;3
rede mit Freunden;3
verbringe viel Zeit mit meinen Freunden;3
betrinke mich;3
rede viel mit der Familie;3
ziehe mich zurück;3
weinen;3
ignoriere die Tatsache;3
suche professionelle Hilfe;3
greife zu Medikamenten;3
mache mir einen schönen Tag;3
suche nach Behandlungsmöglichkeiten;3
Verwandte im Krankenhaus besuchen & Zeit verbringen;3
Mit anderen Verwandten darüber reden;3
Erinnerungen an diese Verwandten ins Gedächtnis rufen;3
Persönliches Geschenk/Fotos/Briefe für Verwandten;3
Für die betreffende Krankheit-Forschung einsetzen;3
Mit Freunden mit ähnlicher Erfahrung reden;3
Therapie;3
Ablenkung;3
Ich gehe zur Trauerberatung;3
Ich besuche meine Angehörigen;3
Ich weine und lasse alles raus um mich danach besser zu fühlen;3
Ich lenke mich mit Sport ab;3
Ich versuche die Person so bald wie möglich zu besuchen.;3
Ich rufe die Person sofort an.;3
Ich versuche die schönen gemeinsamen Geschichten aufleben zu lassen (Fotos).;3
Ich versuche mit dieser Person noch ein paar schöne Momente zu erleben.;3
Verwandte anrufen und darüber sprechen;3
Im Krankenhaus nach näheren Informationen fragen;3
von Verwandten mehr Details erfahren;3
Besuch im Krankenhaus;3
über die Krankheit recherchieren (positives);3
Ablenken mit Freunden;3
An die schöne Zeit mit dem Verwandten denken;3
Ein Geschenk für den Kranken zusammenstellen;3
Verwandte für Ablenkung treffen;3
Spazieren gehen;3
Feiern gehen;3
Situation ignorieren und so tun als wäre nichts;3
Ich fahre ins KH;3
Ich rufe Verwandte an um nach Gründen & Zustand zu fragen;3
Ich nehme mir frei;3
Ich rufe im KH an um mich über ihren Zustand zu informieren;3
Ich spreche mit Freunden darüber;3
Ich mache mir klar, dass sowas zum Leben dazugehört;3
Ich lasse meine Trauer zu;3
Ich versuche nicht vom Schlimmsten auszugehen & Ruhe zu bewahren;3
Ich versuche mich abzulenken, ohne das Problem zu ignorieren;3
Ich rede mit Freunden/Familie darüber;3
Ich erkundige mich über d. tatsächlichen gesundheitl. Stand;3
Ich rufe d. Verwandten an/besuche ihn;3
Ich lenke mich ab, solange ich nicht helfen kann;3
Ich beruhige mich selbst u. setze mich mit meiner Trauer angemessen auseinander;3
Ich besuche den Verwandten im Krankenhaus;3
Ich treffe mich mit Freunden.;3
Ich versuche mich mit Aktivitäten abzulenken.;3
Ich unterstütze andere Familienmitglieder (denen es aufgrund der Situation nicht gut geht);3
Ich versuche die Traurigkeit auch zuzulassen;3
Ich versuche meine Gefühle nicht zu unterdrücken;3
ich fahre sofort ins Krankenhaus;3
ich rufe meine anderen Verwandten an und suche Zuflucht bei ihnen;3
ich gehe in mich und lass die Gefühle & Verlustangst zu (= komplett normales Gefühl);3
ich befasse mich mit der Krankheit und informiere mich bestmöglich;3
ich versuche meinen Körper durch Yoga & Meditation zu spüren;3
ich tröste mich mit meiner Lieblingsspeise;3
Rede mit Familie;3
Zum Krankenhaus fahren und mit den Personen noch Zeit verbringen;3
Ich lenke mich ab > andere Gedanken;3
Ich verbringe Zeit mit meinen Verwandten (Gesellschaft);3
Einen Besuch im Krankenhaus planen;3
Allein zu Hause Musik hören, ggf. weinen;3
Freunden davon erzählen, bei ihnen Trost suchen;3
Mich regelmässig nach deren Zustand erkundigen;3
Kurzfristig: Abstand von allem nehmen, ausweinen;3
Im Krankenhaus besuchen;3
Person anrufen;3
Andere Verwandte anrufen & darüber sprechen;3
Kranke Person im Krankenhaus aufsuchen;3
Weinen;3
Heilungschancen recherchieren;3
Hoffen, dass alles Gut wird;3
Ablenkung durch andere Aktivitäten;3
Versuchen nicht daran zu denken;3
Sich mit dem baldigen Tod d. Person auseinandersetzen;3
Den Verwandten besuchen um möglichst viel Zeit mit ihm/Familie zu verbringen;3
sich in die Arbeit vertiefen, ablenken;3
Mit Freunden/Familie darüber reden;3
Urlaub machen;3
An die Guten/Schlechten Zeiten (mit dem Verwandten) erinnern;3
Alkohol/Drogenexzess;3
Mit anderen betroffenen Verwandten darüber reden;3
Auf Besuch ins Krankenhaus fahren;3
Über die Erkrankung informieren;3
Trost bei Freunden suchen;3
Zeit mit Rest der Familie verbringen;3
An die guten Zeiten mit ihnen denken;3
Musik hören;3
Weinen;3
Verwandte regelmässig besuchen;3
In ständigem Kontakt bleiben;3
Realistisch denken & sich keine falschen Hoffnungen machen;3
Sich mit der Situation abfinden;3
Sich einschlägig mit der Krankheit befassen;3
Ich fahre zu ihm und leiste Gesellschaft;3
Ich hoffe einfach dass er es überlebt;3
Ich finde Frieden mit dem Gedanken an den Tod (dass er natürlich ist);3
Ich tue alles was ich kann um die Ärzte zu unterstützen;3
Ich gehe zum Therapeuten um es zu verarbeiten;3
Ich rede mit Freunden über meine Trauer;3
Ich fahre hin u. Besuche sie;3
Ich rufe sie an & frage ob sie noch was brauchen;3
Ich akzeptiere dass man gegen nichts machen kann und geniesse die verbliebene Zeit;3
Ich informiere mich über die Krankheit und suche nach Behandlungsmöglichkeiten, Spezialisten, etc.;3
Ich fahre sofort hin und besuche sie.;3
Ich rufe sofort meine beste Freundin an.;3
Ich rufe bei Familienangehörigen an.;3
Ich lenke mich mit einer interessanten Tätigkeit ab.;3
Ich beginne zu weinen.;3
Kontakt aufnehmen;3
mit anderen Verwandten reden (z.B. Eltern);3
mit Freunden etwas trinken gehen (ablenken) [> kurzfristig];3
ins Krankenhaus fahren zu Angehörigen;3
Trauer rauslassen;3
Ablenken, an andere Dinge denken;3
mit nahestehender Person sprechen;3
Ins Krankenhaus fahren um sich zu verabschieden;3
Trauer ignorieren, so tun als wäre nichts;3
weinen, im Bett liegen bis man nicht mehr weinen kann;3
Trauer in Wut/Energie umwandeln;3
sich sportlich verausgaben;3
Die Person besuchen;3
Mit Freunden darüber reden;3
Sich über die Krankheit informieren;3
Schöne Zeit mit der Person verbringen;3
sich ablenken;3
Sich proffesionelle Hilfe suchen;3
Mit dem Krankenpersonal reden wie die Prognose ist;3
Die Kranke Person so weit es geht unterstützen;3
Ängste & Befürchtungen aufschreiben;3
Ich gehe die Person besuchen;3
Ich bringe der Person ein Geschenk;3
Ich rede mit der Person über die Krankheit;3
Ich suche Rost bei Familie/Freunde;3
Ich unternehme was mit Freunden zur Ablenkung;3
Ich lese Bücher über Bewältigungsstrategien;3
Ich lasse meinen Gefühlen freien Lauf und weine mich aus;3
Ich nehme psychologische Hilfe in Anspruch;3
Ich unternehme eine Reise um auf andere Gedanken zu kommen;3
Ich esse Schokolade;3
Ich gehe die Verwandten besuchen.;3
Ich rede mit Freunden und Familie über meine Trauer.;3
Ich erkundige mich um die Art der Krankheit und wie hoch die Heilungschancen sind.;3
Ich lenke mich mit Freizeitbeschäftigung ab (z.B. Serien schauen, Lesen);3
Ich mache mehr Sport, um der Trauer durch erhöhten Endorphinspiegel entgegenzuwirken.;3
Ich organisiere mit anderen Verwandten eine nette Überraschung.;3
Ich besuche die Verwandten im Krankenhaus, im Ihnen beizustehen.;3
Ich frage in meinem Bekanntenkreis nach Ärzten, die sich mit der Krankheit auskennen und helfen könnten.;3
Ich denke daran, dass sie im Krankenhaus gute Hilfe bekommen werden.;3
Anrufen;3
Besuchen;3
Um sie kümmern;3
Familie darüber reden;3
Ablenken (Musik hören);3
Freund um Rat fragen;3
Bei Arzt/Krankenhaus nachfragen (Status);3
Je nachdem weinen;3
Ich besuche ihn so oft wie mgl;3
Ich rede mit Freunden/Familie über den Kummer;3
Ich informiere mich zur Krankheit & weiteren Verlauf;3
Ich rede mit ihm über Krankheit & frage, wie es wohl weiter geht;3
Ich bringe ihm Geschenke & versuche, viele glückliche Momente mit ihm zu erleben;3
Ich rufe ihn immer an;3
Ich besuche sie und setze mich mit dem Tod auseinander;3
Ich verdränge die Gedanken aus meinem Kopf;3
Ich schicke Blumen;3
Ich lenke mich mit Arbeit ab;3
Ich betrinke mich und denke über den Tod nach;3
Ich werde mir der Sterblichkeit aller bewusst und lebe das beste Leben das ich kann;3
Ich fahre zu meinen Verwandten und spreche mit ihnen darüber;3
Ich rufe meine beste Freundin an;3
Ich gehe lange in der Natur spazieren und versuche meine Gedanken zu sortieren;3
Ich versuche einen Weg zu finden sie zu unterstützen;3
Ich lasse meiner Traurigkeit freien Lauf und verkrieche mich;3
Ich frage nach Details der Krankheit;3
Ich setze mich ins Taxi und fahre ins Krankenhaus;3
Ich gehe nach draussen und ordne kurz meine Gedanken;3
Vertrauensperson (Freund, Schwester, Mutter) darüber informieren, darüber sprechen;3
ins KKH gehen und mir selbst ein „Bild von der Lage zu machen“;3
nach Informationen über die Krankheit recherchieren;3
versuchen mich zu entspannen;3
Ablenkung durch Haushalt/Kochen/Backen/Film schauen/ mit einer Freundin etw. unternehmen;3
Ich verleihe meiner Trauer Ausdruck und versuche diese mit meinem Gesprächspartner am Telefon zu teilen;3
Ich berede die schwierige Situation mit Familie und Freunden = gemeinsames Trauern;3
Ich biete mich an, die Verwandten zeitnah im Krankenhaus zu besuchen;3
Bis dahin versuch ich meinen Fokus auf Dinge zu legen, die mir guttun > Musik hören, Spaziergänge;3
Um die schwere nicht zu nah an mich heran zu lassen, versuche ich mich abzulenken;3
Mit jemanden darüber sprechen.;3
Mich ablenken, indem ich eine Serie schaue.;3
Den Verwandten besuchen.;3
Den Verwandten anrufen.;3
Mich ablenken, indem ich Freunde treffe.;3
Mich über die Krankheit informieren.;3
Weinen.;3
besuchen und reden;3
mit anderen Verwandten treffen und reden;3
mit Freunden/Lebensgefährten über eigenes Befinden reden;3
evtl. ärztliche Auskunft einholen;3
sich an gute Zeit mit Verwandten erinnern;3
ans Leben danach denken;3
zurückdenken, dass Verwandte auch schönes erlebt hat und erleben konnte;3
Verwandten versuchen anzurufen;3
sie besuchen gehen;3
sie anrufen;3
mit Familienmitgliedern darüber reden;3
mit Freunden darüber reden;3
dich über Krankheit informieren;3
dich ablenken & etwas Lustiges unternehmen;3
zurückziehen & weinen;3
beten;3
mit Haustier kuscheln;3
Fotos mit Verwandten (& selbst) drauf anschauen;3
Johanniskraut o.Ä. nehmen;3
einen lustigen Film schauen;3
Tagebuchh;3
Verwandte anrufen und fragen wie es geht;3
ins Krankenhaus fahren;3
mit Familie drüber sprechen;3
Positiv denken;3
Ablenkung suchen;3
mit Freunden raus gehen;3
Arzt fragen wie es steht um sie steht;3
Verwandten Mut zusprechen und sie unterstützen;3
mich mit Krankheit beschäftigen;3
Ich fahre ins Krankenhaus um sie zu besuchen.;3
Ich suche nach schönen Erinnerungsstücken die ich mit ihnen verbinde.;3
Ich höre traurige Musik.;3
Ich telefoniere täglich mit ihnen;3
Ich treffe mich mit dem Rest meiner Familie um darüber zu sprechen.;3
Ich informiere mich über die Krankheit & ob ich etwas zur Heilung beitragen kann.;3
Ich koche etwas, das ich mit ihnen verbinde.;3
Seine Frau/Kinder anrufen und sich nach ihm erkundigen;3
ihn besuchen gehen;3
seine Krankheit googeln und sich damit beschäftigen;3
überlegen was man ihm als Geschenk mitbringen könnte;3
Ich suche Freunde auf & weine mich bei ihnen aus;3
Ich gehe zu einem Therapeuten;3
Ich versuche möglichst viel Zeit mit der kranken Person zu verbringen;3
Ich spreche mit meiner Familie darüber;3
Ich erkundige mich über Heilungsmethoden;3
Ich erkundige mich über die Krankheit, um es besser zu verstehen;3
Ich stelle sie zur Rede und frage nach dem Grund.;4
Ich behaupte dasselbe über sie.;4
Ich rede nicht mehr mit ihnen.;4
Ich sage es meinem Trainer.;4
Ich komme nicht mehr.;4
Ich rede mit einem Freund darüber.;4
Ich versuche sie vom Gegenteil zu überzeugen.;4
Ich schlage alle.;4
Ich gehe weinend nach Hause und überlege mir einen Racheplan.;4
Nach Gruenden fuer die Meinung fragen;4
beleidigt sein und nicht mehr mit diesen Mitspielern reden;4
das Team verlassen;4
ihre Meinung akzeptieren und sich davon nicht beeinflussen lassen;4
versuchen besser zu werden;4
den Mitspielern ihre eigenen Fehler vorhalten;4
Aerger in einem Spiel an den anderen auslassen;4
Noch mehr an meiner Leistung arbeiten;4
Dieser Person das Gegenteil beweisen;4
 Mit Familie/Freunden darüber sprechen;4
Etwas zerschlagen;4
Bei Ballsport: noch fester schiessen/werfen/schlagen;4
Mit Trainer besprechen;4
Die Person darauf ansprechen;4
Ablenkung suchen: eg Film, Ausflug, Anruf;4
Mich fragen, ob da was wahres dran ist;4
Fluchen;4
Leistung verbessern;4
koerperliches Training;4
nach Verbesserungsvorschlaegen fragen;4
Nachfragen: Was ist gemeint? reine Beleidigung oder ist da was dran und kann in konstruktivem Feedback ausgedrueckt werden;4
Ignorieren und vergessen;4
„Zurueckschiessen“, wenn da …;4
haerter trainieren/***;4
hinterfragen, warum sie so etwas sagt, in sie hineinversetzen;4
darueber Reden, auch mit ihm > Verbesserung;4
Andere Meinungen koennen mir egal sein, solange ich Spass habe;4
nicht auf das Niveau herablassen und auch schimpfen;4
Ich konfrontiere meine Mitspieler und frage nach dem Grund.;4
Ich frage, was ich verbessern kann.;4
Ich bitte um Hilfe, meine Technik im Spiel zu verbessern.;4
Ich gehe aus der Situation raus und lenke mich ab.;4
Ich sage ihnen, dass mich diese Aussage verletzt hat.;4
direkt ansprechen & sagen, das einen das verunsichert/veraergert/verletzt;4
Falls nicht viel Muehe gegeben: mehr trainieren o. es sein lassen wenn es kein wichtiges Interesse mehr ist;4
Wenn mit eigener Leistung zufrieden: weitermachen wie bisher & nicht so viel auf Wert auf die Meinung anderer legen;4
